-1;-1;0
2;0;0
2;-1;0
20;-6;1
25;8;1
-20;27;1
5;-3;0
12;-2;1
18;-5;1
-2;-5;0
-12;39;0
-14;31;0
-5;-7;0
-1;0;1
2;-4;1
12;-16;0
4;3;1
5;-4;0
1;4;1
21;6;1
-9;-2;1
-15;-12;0
30;-9;1
-17;-11;0
5;-4;0
4;-10;0
2;-2;1
25;8;1
5;-3;1
8;-16;1
5;3;1
22;-1;0
24;3;0
-14;9;0
11;25;0
