-12;9;0
4;-3;0
7;-5;1
29;-1;1
2;5;0
2;-11;1
30;-34;0
6;1;1
3;-8;1
3;-2;0
2;19;1
19;1;1
21;-20;0
8;3;1
14;2;0
28;-14;1
6;7;0
3;2;1
-2;-1;0
28;-20;1
27;-12;1
3;-9;0
-13;7;0
-6;10;0
2;5;0
16;-20;0
-6;-2;1
-16;7;1
37;-6;1
-8;5;0
8;-7;0
12;-22;0
15;-15;0
-3;-4;0
26;5;0
