4;0;1
0;3;1
19;4;0
16;7;0
-6;2;0
26;1;0
20;-24;1
3;2;1
18;-2;1
26;9;0
29;4;0
25;28;0
-3;-12;0
8;-6;0
7;0;0
23;-18;0
6;0;0
-15;-10;0
26;-10;0
5;-3;1
-16;-1;1
8;-5;1
5;4;0
4;2;1
-18;1;1
4;-1;0
4;-6;1
-16;-1;1
3;2;0
22;10;0
29;1;1
-10;0;0
-13;4;0
4;-18;0
-27;11;1
